SpaciiScores	pathogenScores
3.2706405579772975	-1.7708893071801268
3.6847777330102165	-1.2427210668656252
5.148387718579288	-3.02729522474959
3.252797031903774	-3.4143048206992783
5.259420903225859	-5.3341679489833504
2.7347010436897587	-4.605996491362808
6.316070129249693	-1.813655773144508
1.9749688681109494	-4.493206811001146
4.849959983266723	-0.33565963122834497
4.552442563640742	-7.105374064143857
3.224142692086767	-1.3979452689977723
6.723806502036949	-2.4161331707766984
4.004090125898906	-4.131215103271365
4.771434577738719	-6.069607890735227
6.641430705618416	-3.520050431715854
1.8518784316784023	-1.4822604157355603
2.958181441805064	-1.146468000299916
2.0096866224272523	-7.116477644836118
6.134633256985521	1.6323305426656192
2.953986420851208	-6.191757914038424
2.0473750989907087	-1.4450873423368558
3.613874062152245	-2.42424370022547
5.057462481304877	-4.5842911333883425
3.6534007907780435	-5.204689044268744
1.1410294676961996	-0.43974064357821085
4.414598277602915	-2.1426730090583623
0.9825167186020461	1.6714631871363799
0.901923888704815	-4.205000766089461
2.4009083316402933	-4.2302886712812775
4.993164878310646	-4.911317041544148
6.571322399872948	-2.231722357493347
5.455937188264692	-1.660805913597721
3.993867954559739	-7.816769030497761
3.855374342329517	-6.785729071624014
5.1636357703613776	-7.340360650152094
5.360771937882672	-5.60805338343112
1.9059357265734045	-2.8837752801270686
2.2930434862818805	-1.6258248355476232
-1.7982013399705234	-3.655106055386298
3.753785716370386	-3.225977861056382
5.158903783469839	-3.292811317199102
1.1446228907388223	-1.919815925622665
4.1129045944400655	-1.2376161934606373
1.2371567906870942	-0.16640845110141084
5.85389744659398	-1.2727404494503782
-2.1235202009819765	-9.374354827309737
2.855046286610316	1.0684275346724992
6.573404447173806	-3.4329472314357643
0.08477216041242391	-4.352949449294157
0.5656457125631758	-5.800068197654294
-2.2824728378995913	-2.9154499566087435
1.9116026195136304	-4.58709451961419
0.6366646540539527	-6.339712711615778
2.3974812810300836	-3.422998402807082
3.718853574410221	-4.016330590783738
5.668632421347288	-2.3143988001417912
1.871287974413153	-4.3393931601251055
2.771037866291047	-0.6949310902045189
0.39290517920692675	-4.6363258991040865
0.4125877280160458	-1.252471181476421
3.113764097288326	-0.6236549746961368
6.120076339555275	-2.308012672399181
4.403263585042234	-4.0793396941597475
2.0818452997161123	-1.3630691416879073
-0.010745189837647329	-2.0298548327136006
2.199961710394213	-0.19679516010037656
1.40474828656175	2.0870639848486654
0.7376579179577663	1.0151745885102998
1.9571191904783944	-1.8734359337348123
5.265623877672889	-2.8173922908426308
4.6674138591577155	3.6738610138320413
0.7656104237731496	-2.93024765228042
3.472859745835738	-4.457240804405277
0.28802729892857215	-2.860855304789778
2.648279897931246	-6.377341908812952
0.3880382206218619	-6.577143830873175
2.331313637175093	-1.5528213442577916
4.133753160813949	-1.6164630447167028
7.464392658068486	-9.841512394949653
7.0047973396708985	-3.343910375459499
0.7213505892891906	0.9602465022491334
4.3213694537157865	-3.3771563625010463
9.715101060947953	1.7970592747465366
1.279566286612252	-5.59171186439593
-3.243494664692499	-0.757328446369484
0.5347635987139859	-5.536296027950659
4.322461907123861	-3.7072285918699603
0.9786581678210414	-1.577557099331382
3.764001535703763	-8.000367040395886
-0.9221592595241977	7.139105780849803
7.582735998713203	-0.21459235554347283
2.719986028865521	-6.846712951380045
7.387039257277946	-6.442706023303397
6.527652307901803	-1.1293964272665036
4.955128036177913	-4.980145822335644
3.4328295134761304	-2.619208487879272
-0.6761394980675285	-7.817788142283438
3.6460367164657046	-4.917734980713633
0.5559740123310172	-4.423120795550358
4.562255660387775	-1.4331796463855695
-0.5807967961076148	-1.0405294092068793
1.6264535621466532	-1.5899961079149751
3.0396147949678727	0.24266868353062687
0.8341713778628849	-5.33792548150331
-1.9313988245676814	-0.6440317893264531
-1.2987604515557802	-1.8323416791185003
3.3414577154587963	-2.2597903616145154
5.567665440797102	-1.1852886794864252
3.786180339804975	-1.7059401085082944
1.9764708901954835	1.7459806876812027
2.618751924149105	-6.4763264995803285
7.7979057027533445	-3.832572866121622
-1.297382867097344	-0.8326572402361687
5.5919825099115625	-2.9057381757248595
2.1786416434028704	0.029450125356982326
4.181623850670538	-5.2897323027226655
4.924472158345694	-1.077730777792221
5.176446012181597	-4.614379688695425
5.915753711003883	-2.5071172854420087
7.0541149746169545	-5.692506489187415
0.7332341315796465	-7.921216283961129
0.2132799526898977	-4.5694763108394305
6.678514803489095	-0.06998385965698556
3.0917741513507115	-4.043246945282818
3.927480495998359	-3.518071640647426
4.44556093014092	-5.3471865935929905
1.5063317829328462	0.8521662930115123
2.11585316583302	-5.071089784240167
4.660592467699503	-2.7638686756414326
1.9713788919385733	-1.4503517605616116
2.111463216699818	-3.8947541918573543
2.279001370128268	-6.176166399369078
5.276432048888675	-7.964327002701124
3.6923222726314218	-2.6520242353295904
0.9220709574284146	-4.504254760383026
7.637981044755546	-2.2211819677632954
7.439578714846783	-1.2934549405262639
0.7784518083132507	-7.780772648562088
4.026991145143482	-1.8339096561074926
3.599668385045049	-4.34451453238439
-0.6824679939367853	0.4695079815191454
2.1262906686813676	-2.5180631754705236
7.21587301822553	-3.05983659209104
1.5473241831650886	-4.425502066916692
1.8378216403375989	0.23886375939679533
1.1992432654597747	-5.731047174672689
0.5720764698016872	4.294360731542538
2.361913350766906	-1.6828123566532087
1.9527381821864285	-7.20337568755942
-0.00785334759636519	-4.732244344329827
7.943070546637556	-1.7059230508351366
-0.6534011913201987	-3.0944254548883348
1.853331085396746	-4.565141401624651
1.8340835730473755	-0.371680427505161
0.1474596699253067	-2.5367290816846424
4.886648011305039	-3.0208422357797846
5.343361946127866	-2.4096778520771958
2.0564331608757467	0.14888311272079857
4.130499241624066	-5.047363395143841
-0.49558348969941995	-2.527435991253593
2.78969663017305	0.8703454869771838
3.489890965565125	0.4581499834510843
2.8388630446562324	-6.584248259675621
-0.48273735300208975	-6.097889646706364
2.6696948749815923	-2.6181052585332747
1.966430429520858	-6.254882513554502
4.93420364727353	-4.355626175292906
4.372592544726412	1.786013870282437
6.51779277985113	-1.8673029139178838
5.8696300222860085	-1.8048191899270092
3.6788242494916927	-3.7136263599119417
2.396701458648884	-3.6349617282376583
0.4935634838187609	0.4022805662365094
1.8270157002580294	-5.5147721116734045
2.273760640839093	-4.1759909736942795
7.634803022724608	-3.7606282927107615
6.447152557329028	-1.4065773014220948
8.255995337828702	-2.315241207785309
-0.6609593640470567	-1.7928671994017669
1.9876560728029242	-1.5030617758159561
3.6558393891861014	-3.269484628173121
6.88239449012206	0.3135387234190284
5.646606051910017	-5.397679514879897
8.709986069356978	-6.1972262917311625
5.308780375079994	2.701432157257723
1.8042105833585622	-0.01181013248603241
5.453261694133596	-7.461965460271605
1.4663687344365073	-7.188755102180406
-2.177263862819479	-2.6093369104587754
-2.4191702033731017	-1.8688996194669436
4.351356195718443	-0.10846422698185532
-1.0603578686669959	-2.874141550824443
5.484339191671223	-5.059053796934634
6.5238867196118475	1.0166796851820503
5.804885881930573	-3.6433971049358713
-0.983191535032435	0.7585609388871423
2.3809622789875666	-0.9343881984630188
0.48852006102797585	-5.322057050274459
0.12922993467466964	-4.468685766302196
5.809847139464829	-1.1717282475121604
0.38250376255015006	-6.259463566747736
-0.11450986356002474	-7.612103752297397
-0.701040259980158	-3.012434333339887
8.395124668645742	-0.2060381306190927
3.3643662819921945	-4.238839106701752
1.568053761690702	-4.731404500885407
4.719478948517982	-2.0726736044824876
2.78717563815696	-5.201272492213387
6.430051533601956	-8.424135788669053
4.079461426710948	-3.3517121846728157
1.7462159111129452	-6.64569562261265
4.061075165823154	-5.603521281085566
2.581970361972343	-4.741081936891364
0.14294608828323782	0.6582280671364938
2.762969906963801	-2.0819999623363064
2.000669814819392	-6.998767059986961
1.1083265924273407	-6.476234055512067
1.4679329419293432	-6.601540495530335
3.9536930637677683	-3.4864186026840307
6.085534753193713	1.2257413821152587
-1.4714621833407628	-4.832863769979147
2.1044352742551165	-1.3016479685632827
5.071731610567535	-0.7737178106851559
3.171028175908433	-1.706249771420722
2.2965550709643496	0.08297393910217359
2.9883674798798836	-0.1211351090674867
1.7792992982485567	-3.851542202697929
0.24368558911553417	-2.6461770070217305
4.804941612071156	-2.3149213493693024
5.884474199380184	-3.1386692095882385
-2.3283212330163408	-2.841223902957499
2.000529319505207	-6.0047654045610175
6.804522236617509	-2.4984674655173174
1.9051558345175943	-5.856436348400973
4.907563493169833	-5.964652503124136
7.382253234730028	-5.857101065434
1.059227660439999	-2.9606538782114145
6.85031930788719	-2.999787997749904
1.4108389432862387	-3.7087737540081505
2.926439749399614	-0.7310357876501242
0.7148407070422025	-1.2605288430124104
2.142863058672547	1.9927696767481564
-1.7378659806045698	-5.398974805003684
1.0620623776803626	0.920701729147975
4.383938550164556	-5.488268907331263
